Doctor Name,Specialty
Dr. EMILIEN Joseph Ramiel,GENERAL PRACTITIONER
Dr. EMMAMBUX Beebee Shahinshad,GENERAL PRACTITIONER
Dr. EMRITH GANESHE Roshni,GENERAL PRACTITIONER
Dr. ERADHUN Haroon,GENERAL PRACTITIONER
Dr. ERRIAH Jevisha,GENERAL PRACTITIONER
Dr. ESSACKJEE -AMLA Asma Dawood,GENERAL PRACTITIONER
Dr. ESSACKJEE Khadijah Dawood,GENERAL PRACTITIONER
Dr. ESSOO Carine Anoushka,GENERAL PRACTITIONER
Dr. ESSOOF Amanullah Ahmad,GENERAL PRACTITIONER
Dr. ETWAR Preeyamvadah Durga Devi,GENERAL PRACTITIONER
Dr. ETWAROOAH Abdoullah Ibrahim,GENERAL PRACTITIONER
Dr. ETWAROOAH Faatimah Zahrah,GENERAL PRACTITIONER
Dr. ETWAROOAH Firdaus Kauthur,GENERAL PRACTITIONER
Dr. EARALLY Muhammad Fadil,OTO-RHINO-LARYNGOLOGY
Dr. EATHALLY Rizvi,EMERGENCY MEDICINE
Dr. EDOO Abdool Wahid Ibrahim,OBSTETRICS & GYNAECOLOGY
Dr. EDOO Bibi Shamimah,PAEDIATRICS
Dr. ELAHEE Ahmad Shafey,RADIOLOGY
Dr. EMAMALLY Mohummud Ismail,EMERGENCY MEDICINE
Dr. EMRITTE Abdel Nasser,ORTHOPAEDIC SURGERY
Dr. ESMYOT Mary Libera Isabelle,OBSTETRICS & GYNAECOLOGY
Dr. ETWARO Arvind Chetan,OBSTETRICS & GYNAECOLOGY
Dr. MADARBOCCUS Shayma,GENERAL PRACTITIONER
Dr. MADARBOCUS Bibi Mehshana,GENERAL PRACTITIONER
Dr. MADELEINE Louis Pierre Jean-François,GENERAL PRACTITIONER
Dr. MADHOO Yash Dan,GENERAL PRACTITIONER
Dr. MADHOU Ashish,GENERAL PRACTITIONER
Dr. MADHOU Dharmraj,GENERAL PRACTITIONER
Dr. MADUB Dooshilesh,GENERAL PRACTITIONER
Dr. MAGHOO Samsoodeen,GENERAL PRACTITIONER
Dr. MAGHOO Shamima,GENERAL PRACTITIONER
Dr. MAHABIR Chetaj Arun,GENERAL PRACTITIONER
Dr. MAHABOOB Sheriff,GENERAL PRACTITIONER
Dr. MAHADAWO Vijeta,GENERAL PRACTITIONER
Dr. MAHADEA Santaram,GENERAL PRACTITIONER
Dr. MAHADEO Anshu Meenakshi,GENERAL PRACTITIONER
Dr. MAHADEO Varun Kumar,GENERAL PRACTITIONER
Dr. MAHADEO Vinay Kumar,GENERAL PRACTITIONER
Dr. MAHADOO Amit Rao,GENERAL PRACTITIONER
Dr. MAHADOO Arvin Rao,GENERAL PRACTITIONER
Dr. MAHAMED HUSSAIN Ootbah,GENERAL PRACTITIONER
Dr. MAHAMODHOSSEN Bibi Salsabeel,GENERAL PRACTITIONER
Dr. MAHAMODHOSSEN Bibi Shaziah Tasneem,GENERAL PRACTITIONER
Dr. MAHAMODHOSSEN Zaynah Shabneez,GENERAL PRACTITIONER
Dr. MAHAMOOD ALLY Muhammad Ajmal,GENERAL PRACTITIONER
Dr. MAHAMOODALLY Mahmud Shamin,GENERAL PRACTITIONER
Dr. MAHARAHAJE  To-Anjalee Woogra,GENERAL PRACTITIONER
Dr. MAHDER Rishi Rao,GENERAL PRACTITIONER
Dr. MAHOMED  Yasser Ally,GENERAL PRACTITIONER
Dr. MAHOMED Mishkah,GENERAL PRACTITIONER
Dr. MAHOMED Muhamad Zaid,GENERAL PRACTITIONER
Dr. MAKOON Munawwara Begum,GENERAL PRACTITIONER
Dr. MALLECK Naseem,GENERAL PRACTITIONER
Dr. MALLET Maria Christina,GENERAL PRACTITIONER
Dr. MAMODE SAIB Oommey Rooman,GENERAL PRACTITIONER
Dr. MAMODEBACCUS Sheik Shafi,GENERAL PRACTITIONER
Dr. MAMOOJEE Abedah Moussa,GENERAL PRACTITIONER
Dr. MAMOOJEE Salma Said Ahmad,GENERAL PRACTITIONER
Dr. MANAN Emmane Patrice,GENERAL PRACTITIONER
Dr. MANDARUN Mohammad Ridwan Ally,GENERAL PRACTITIONER
Dr. MANEE Ithisha,GENERAL PRACTITIONER
Dr. MANGOO-ATCHIA Oumme Tasneem,GENERAL PRACTITIONER
Dr. MANGOU Farina,GENERAL PRACTITIONER
Dr. MANGRA Prabhakar Varun,GENERAL PRACTITIONER
Dr. MANGROO Akshay Anand,GENERAL PRACTITIONER
Dr. MANGROO DJAPERMAL Anu Medha,GENERAL PRACTITIONER
Dr. MANGROO Devendre,GENERAL PRACTITIONER
Dr. MANGROO Kishal,GENERAL PRACTITIONER
Dr. MANGROO Sandeep,GENERAL PRACTITIONER
Dr. MANICK Priyanka,GENERAL PRACTITIONER
Dr. MANIKAM Kevine,GENERAL PRACTITIONER
Dr. MANNA Vasant Kumar,GENERAL PRACTITIONER
Dr. MANNA Virmala,GENERAL PRACTITIONER
Dr. MANSOOR Ibrahim Mahomed,GENERAL PRACTITIONER
Dr. MANSOOR Mohammad Iqbal Ariff,GENERAL PRACTITIONER
Dr. MARAPPA NAIKEN Kalaivanee,GENERAL PRACTITIONER
Dr. MARCIC-RANGASAMY Nervela,GENERAL PRACTITIONER
Dr. MARDAMOOTOO Ravi,GENERAL PRACTITIONER
Dr. MAREACHEALEE Shobha,GENERAL PRACTITIONER
Dr. MAROAM Taruna,GENERAL PRACTITIONER
Dr. MARTIN Francoise,GENERAL PRACTITIONER
Dr. MARTIN Marie Anne Valerie,GENERAL PRACTITIONER
Dr. MARUDAI Rivishen,GENERAL PRACTITIONER
Dr. MATABUDUL Jeshna,GENERAL PRACTITIONER
Dr. MATADEEN Divij,GENERAL PRACTITIONER
Dr. MATADEEN Olga,GENERAL PRACTITIONER
Dr. MATADEEN Praveen Kumar,GENERAL PRACTITIONER
Dr. MATHI Kishore Babu,GENERAL PRACTITIONER
Dr. MATHOORAH Ashwinee,GENERAL PRACTITIONER
Dr. MATHOORAH Manisha Devi,GENERAL PRACTITIONER
Dr. MATHURA Gavish,GENERAL PRACTITIONER
Dr. MATHURE Muhammad Tawfiik,GENERAL PRACTITIONER
Dr. MATHURE Muhammad Wakeel,GENERAL PRACTITIONER
Dr. MATOO Sarvana Devi,GENERAL PRACTITIONER
Dr. MATTABADDUL-SHEWRAJ SHEINY,GENERAL PRACTITIONER
Dr. MATTADEEN Vishramb,GENERAL PRACTITIONER
Dr. MAUDARBACCUS Anifa Bibi,GENERAL PRACTITIONER
Dr. MAUDARBACCUS Juneid Jamshed,GENERAL PRACTITIONER
Dr. MAUDARBACCUS Mohammad Fardeen,GENERAL PRACTITIONER
Dr. MAUDARBOCUS Fayez Ally,GENERAL PRACTITIONER
Dr. MAUDARBOCUS Sahid,GENERAL PRACTITIONER
Dr. MAUDARBOCUS Siddick,GENERAL PRACTITIONER
Dr. MAUDHOO MODELY Capooravally,GENERAL PRACTITIONER
Dr. MAULLOO Nikhil Devdas,GENERAL PRACTITIONER
Dr. MAUNGOO Ibrahim,GENERAL PRACTITIONER
Dr. MAUNICK Sheevam,GENERAL PRACTITIONER
Dr. MAUNKEE Asha,GENERAL PRACTITIONER
Dr. MAUREE Angidi Pillay,GENERAL PRACTITIONER
Dr. MAUTADIN Vivekanand,GENERAL PRACTITIONER
Dr. MAUTHOOR Tanveer Ahmad,GENERAL PRACTITIONER
Dr. MAUVIS Natasha Angela,GENERAL PRACTITIONER
Dr. MAWLAH Shu'aib,GENERAL PRACTITIONER
Dr. MC INTYRE Laval James Steeve,GENERAL PRACTITIONER
Dr. MEENOWA Dikshan Sharma,GENERAL PRACTITIONER
Dr. MEENOWA Prashant,GENERAL PRACTITIONER
Dr. MEENOWA Yashwini  Devi,GENERAL PRACTITIONER
Dr. MEETHOO-BADULLA Bibi Kursheed Tazeem,GENERAL PRACTITIONER
Dr. MEWA-MOTI Smita,GENERAL PRACTITIONER
Dr. MEWAH Yalinee,GENERAL PRACTITIONER
Dr. MEWASINGH Duvika,GENERAL PRACTITIONER
Dr. MIGALE Simon Lewis,GENERAL PRACTITIONER
Dr. MILIAVSKYI Oleg Yuriyovych,GENERAL PRACTITIONER
Dr. MIRBABAI  Homa,GENERAL PRACTITIONER
Dr. MITTOO Mohammad Yaseen,GENERAL PRACTITIONER
Dr. MODELY Shiva Shummooga,GENERAL PRACTITIONER
Dr. MODUN Renooka Devi,GENERAL PRACTITIONER
Dr. MOFEEJUDDY Irfaan,GENERAL PRACTITIONER
Dr. MOHABEER Kishan Kirti Panday,GENERAL PRACTITIONER
Dr. MOHABEER Meneesha Devi,GENERAL PRACTITIONER
Dr. MOHABEER Prameshwarsingh,GENERAL PRACTITIONER
Dr. MOHABEER Sanjana,GENERAL PRACTITIONER
Dr. MOHABIR Veera Lakshmi,GENERAL PRACTITIONER
Dr. MOHABUTH Waseema Zehra,GENERAL PRACTITIONER
Dr. MOHABUTH Yasaar Ali,GENERAL PRACTITIONER
Dr. MOHADEB Praveen Shivchandra,GENERAL PRACTITIONER
Dr. MOHADEO Siddhraj,GENERAL PRACTITIONER
Dr. MOHADOOWA Akrish,GENERAL PRACTITIONER
Dr. MOHAMAD ZAKARIA Sabiha Banu,GENERAL PRACTITIONER
Dr. MOHAMADHOSEN Yaneez,GENERAL PRACTITIONER
Dr. MOHAMED Zuhair Hussain,GENERAL PRACTITIONER
Dr. MOHAMUD Abdul Salim,GENERAL PRACTITIONER
Dr. MOHAMUDALLY Sheik Ahmad Fawzi,GENERAL PRACTITIONER
Dr. MOHAMUDBUCUS  Zahid,GENERAL PRACTITIONER
Dr. MOHAMUDBUCUS Bibi Shamnaaz,GENERAL PRACTITIONER
Dr. MOHANGOO  Bipin Kumar,GENERAL PRACTITIONER
Dr. MOHEE Narsing,GENERAL PRACTITIONER
Dr. MOHEE Sureka Devi,GENERAL PRACTITIONER
Dr. MOHEEPUT Dheegvinash,GENERAL PRACTITIONER
Dr. MOHIT  Janita,GENERAL PRACTITIONER
Dr. MOHIT  Muhammad Adil,GENERAL PRACTITIONER
Dr. MOHIT Abdul Raazick,GENERAL PRACTITIONER
Dr. MOHIT Bibi Naziah,GENERAL PRACTITIONER
Dr. MOHIT Fareeaa,GENERAL PRACTITIONER
Dr. MOHIT Nizaam Noormohamed Iqbal,GENERAL PRACTITIONER
Dr. MOHITH Jagdis Chundur,GENERAL PRACTITIONER
Dr. MOHITH-DE MUINCK KEIZER Eleanor Elisabeth,GENERAL PRACTITIONER
Dr. MOHONEE Somita Devi,GENERAL PRACTITIONER
Dr. MOHUN Komal Asha,GENERAL PRACTITIONER
Dr. MOHUNGOO Bibi Faatimah Shaaista,GENERAL PRACTITIONER
Dr. MOHUNGOO Widaad Banu,GENERAL PRACTITIONER
Dr. MOIDEEN  Mohammad Zaid,GENERAL PRACTITIONER
Dr. MOKOON Henna,GENERAL PRACTITIONER
Dr. MOKOONLALL Amrit,GENERAL PRACTITIONER
Dr. MOLABACCUS Ackmez Ali,GENERAL PRACTITIONER
Dr. MONEBAHAL Shifa,GENERAL PRACTITIONER
Dr. MOOCHEET Pooja,GENERAL PRACTITIONER
Dr. MOODELLY Devaneyan,GENERAL PRACTITIONER
Dr. MOOKIEN Yorsenen,GENERAL PRACTITIONER
Dr. MOOLOO Luvesh Kumar,GENERAL PRACTITIONER
Dr. MOONEGAN Balakisnen,GENERAL PRACTITIONER
Dr. MOONSAMY Vedhiyen,GENERAL PRACTITIONER
Dr. MOORADHUN Nabiil,GENERAL PRACTITIONER
Dr. MOORADUN Yushrah Banu,GENERAL PRACTITIONER
Dr. MOORGHEN Keven,GENERAL PRACTITIONER
Dr. MOORUTH Kavilashsingh,GENERAL PRACTITIONER
Dr. MOORUTH Maharishi,GENERAL PRACTITIONER
Dr. MOOSDEEN Sheik Abdool Kader,GENERAL PRACTITIONER
Dr. MOOSOOHUR Devishika,GENERAL PRACTITIONER
Dr. MOOSSAJEE Shafeenaz Bibi,GENERAL PRACTITIONER
Dr. MOOSUN-DURGAHEE Shareefah Bibi,GENERAL PRACTITIONER
Dr. MOOTEALOO Mervyn Sai-Krishen,GENERAL PRACTITIONER
Dr. MOOTHIEN PILLAY Rama Krishna,GENERAL PRACTITIONER
Dr. MOOTHOOSAMY Saravanen,GENERAL PRACTITIONER
Dr. MOOTIEN Teeroomalay,GENERAL PRACTITIONER
Dr. MOOTOOSAMY  Sameera,GENERAL PRACTITIONER
Dr. MOOTOOSAMY BABBO Luximibye,GENERAL PRACTITIONER
Dr. MOOTOOSAMY Kaviraasen,GENERAL PRACTITIONER
Dr. MOOTOOSAMY Sharmila Rose,GENERAL PRACTITIONER
Dr. MOOTOOSAMY Sivananda Yogarajen,GENERAL PRACTITIONER
Dr. MOOTOOSAMY Thiruniana Pajani Andee,GENERAL PRACTITIONER
Dr. MORABY Bibi Waseela,GENERAL PRACTITIONER
Dr. MORABY Mohammad Irfaan,GENERAL PRACTITIONER
Dr. MORABY Muhammad Bilaal,GENERAL PRACTITIONER
Dr. MORABY Nawsheen,GENERAL PRACTITIONER
Dr. MORABY Shazia Nausheen,GENERAL PRACTITIONER
Dr. MOSADEEA                 Nafissa Banon,GENERAL PRACTITIONER
Dr. MOSAHEB Abdool Carrim,GENERAL PRACTITIONER
Dr. MOSAHEB Abdool Rasheed,GENERAL PRACTITIONER
Dr. MOSAHEB Farouk,GENERAL PRACTITIONER
Dr. MOSAHEB Mohammud Hariff,GENERAL PRACTITIONER
Dr. MOSAHEB Muhammad Ali Juneid,GENERAL PRACTITIONER
Dr. MOSAHEB Muhammad Asif,GENERAL PRACTITIONER
Dr. MOSSODEEA Nooree Nibaal,GENERAL PRACTITIONER
Dr. MOTAH Vedanand,GENERAL PRACTITIONER
Dr. MOTALEB-MUNUSAMI Sabrina,GENERAL PRACTITIONER
Dr. MOTEE Anusha Devi,GENERAL PRACTITIONER
Dr. MOTEE Ashley,GENERAL PRACTITIONER
Dr. MOTEE Jethishka,GENERAL PRACTITIONER
Dr. MOTHOORA Veenesha,GENERAL PRACTITIONER
Dr. MOTTEEA  Hemkesh,GENERAL PRACTITIONER
Dr. MOTTEEA-SEERAM Roochita,GENERAL PRACTITIONER
Dr. MOTYE Nooresh,GENERAL PRACTITIONER
Dr. MOUSSA Asraf Careem,GENERAL PRACTITIONER
Dr. MOVSISYAN Artur,GENERAL PRACTITIONER
Dr. MOWLABACCUS Adnaan Hussein,GENERAL PRACTITIONER
Dr. MOWLAH Mohammad Oomar,GENERAL PRACTITIONER
Dr. MOWNAH Aboo Bakar Adil,GENERAL PRACTITIONER
Dr. MOWNAH JAUFEERALLY Zainab,GENERAL PRACTITIONER
Dr. MUBARAK JAN  Beebee   Zeba Mahetaab,GENERAL PRACTITIONER
Dr. MUDALLI Thodayam Arasi,GENERAL PRACTITIONER
Dr. MUDHOO Robindranath,GENERAL PRACTITIONER
Dr. MUDHOO Shahe-Jaham-Ibne Selim,GENERAL PRACTITIONER
Dr. MUDHOO Vedanand,GENERAL PRACTITIONER
Dr. MUDUN Girish,GENERAL PRACTITIONER
Dr. MUKAN  Shroutee Kamala Devi,GENERAL PRACTITIONER
Dr. MUKOON Bibi Zareen,GENERAL PRACTITIONER
Dr. MUKOON Muhammad Shehaan,GENERAL PRACTITIONER
Dr. MULA Abdul Kader,GENERAL PRACTITIONER
Dr. MUNBODH Prabodh,GENERAL PRACTITIONER
Dr. MUNBODH Romesh,GENERAL PRACTITIONER
Dr. MUNDIL Romila,GENERAL PRACTITIONER
Dr. MUNGAR Khushyant,GENERAL PRACTITIONER
Dr. MUNGLA Bhimansingh,GENERAL PRACTITIONER
Dr. MUNGLAH Irshad,GENERAL PRACTITIONER
Dr. MUNGLOO Muhammad Ali Ackbar Ashrafi,GENERAL PRACTITIONER
Dr. MUNGLOO Samiirah,GENERAL PRACTITIONER
Dr. MUNGLY Khaalid Bin Reza,GENERAL PRACTITIONER
Dr. MUNGROO Ghansham,GENERAL PRACTITIONER
Dr. MUNGROO Mohammad Nizam,GENERAL PRACTITIONER
Dr. MUNGROOSING Mila Devi,GENERAL PRACTITIONER
Dr. MUNGUN Deeraj,GENERAL PRACTITIONER
Dr. MUNGUN Hansha,GENERAL PRACTITIONER
Dr. MUNGUN Harr-Keshauve,GENERAL PRACTITIONER
Dr. MUNGUR Abhay Shrikanth,GENERAL PRACTITIONER
Dr. MUNGUR Drushilla Luxmee,GENERAL PRACTITIONER
Dr. MUNGUR Ishanee Devi,GENERAL PRACTITIONER
Dr. MUNGUR Manishi Sharma,GENERAL PRACTITIONER
Dr. MUNGUR Mohammad Fayaaz Muyudhin,GENERAL PRACTITIONER
Dr. MUNGUR Ounisha,GENERAL PRACTITIONER
Dr. MUNGUR Parveena,GENERAL PRACTITIONER
Dr. MUNGUR Rajendra Kumar,GENERAL PRACTITIONER
Dr. MUNGUR Shrikant,GENERAL PRACTITIONER
Dr. MUNGUR Thashveen,GENERAL PRACTITIONER
Dr. MUNGUR Vageesh,GENERAL PRACTITIONER
Dr. MUNIAH Roopvant,GENERAL PRACTITIONER
Dr. MUNOHUR Deepika,GENERAL PRACTITIONER
Dr. MUNUSAMI Dhanarajen,GENERAL PRACTITIONER
Dr. MURDAY Rooben,GENERAL PRACTITIONER
Dr. MURDAY Sandragassen Syamba,GENERAL PRACTITIONER
Dr. MURDEN Steeven Govinda,GENERAL PRACTITIONER
Dr. MURUGAN Ajagen,GENERAL PRACTITIONER
Dr. MURUGAN Logumbal,GENERAL PRACTITIONER
Dr. MUSTUN  Ashiq Ahmad,GENERAL PRACTITIONER
Dr. MUTHAIAH Uma Maheswari,GENERAL PRACTITIONER
Dr. MUTHOORA Kamleshwar,GENERAL PRACTITIONER
Dr. MUTTAROOA Omeshwar,GENERAL PRACTITIONER
Dr. MUTTRA Master Dinesh,GENERAL PRACTITIONER
Dr. MUTTY Tarisha,GENERAL PRACTITIONER
Dr. MUTTY Yashwant Singh,GENERAL PRACTITIONER
Dr. MAHABIR JEEHA Diyalakshmi,PSYCHIATRY
Dr. MAHADEB Yovan Parikshat Rai,INTERNAL MEDICINE
Dr. MAHAMODHOSSEN Abdool Yashin,CLINICAL ONCOLOGY
Dr. MAHARAHAJE CHUNDUNSINGH Shri Bindoomuttee Silajee,OBSTETRICS & GYNAECOLOGY
Dr. MAHARAHAJE Rikesh Panday Woogra,ORTHOPAEDIC SURGERY
Dr. MAHARAHAJE Somnath Panday Woogra,ORTHOPAEDIC SURGERY
Dr. MAHOMEDALY Hassam,PAEDIATRICS
Dr. MAIYALAGAN Sundaresan,ANAESTHESIOLOGY
Dr. MAMODESENE Dora Marie,INTERNAL MEDICINE
Dr. MANDARRY Muhammad Tasleem,GENERAL SURGERY
Dr. MANEE  Hans,OTO-RHINO-LARYNGOLOGY
Dr. MANGAR Dave,NEURO-SURGERY
Dr. MANGAR Taj Ignace,PAEDIATRICS
Dr. MANGOO Muhammad Diyaa'Ullah,ANAESTHESIOLOGY
Dr. MANGROO Ateelesh,RADIOLOGY
Dr. MANNA Rameshchandra,OPHTHALMOLOGY
Dr. MANRAJ Ashok Anand,RADIOLOGY
Dr. MANRAJ Shyam Shunker,PATHOLOGY
Dr. MARDEMOOTOO Vijayen,OBSTETRICS & GYNAECOLOGY
Dr. MAREEACHALEE Soobodsing,ANAESTHESIOLOGY
Dr. MARIE-JEANNE Jacques Michael,RADIOLOGY
Dr. MATABUDUL Hoopmanun,ORTHOPAEDIC SURGERY
Dr. MATABUDUL Yogendra Kumar,GENERAL SURGERY
Dr. MATADEEN Deerren,GENERAL MEDICINE
Dr. MATADEEN Dharamdeo,GENERAL MEDICINE
Dr. MATHOORAH Disha Devi,Anaesthesiology and Critical Care
Dr. MATOO Reshvin,OPHTHALMOLOGY
Dr. MAUDARBOCUS Mohammad Mohay-Ud-Deen Jeelani,ANAESTHESIOLOGY
Dr. MAUDHOO Madan Mohan Karnavir,OBSTETRICS & GYNAECOLOGY
Dr. MAUDHOO Vydhiadhur Vijay-Kumarsingh,OBSTETRICS & GYNAECOLOGY
Dr. MAUNICK Yash Shakti,ORTHOPAEDIC SURGERY
Dr. MAUNKEE Omprakash,ANAESTHESIOLOGY
Dr. MAURICE Jean Cyril France Serge,OTO-RHINO-LARYNGOLOGY
Dr. MAUTADIN Tarun Kumar,INTERNAL MEDICINE
Dr. MAUTHOOR-HOSANEE Mohmeena,OBSTETRICS & GYNAECOLOGY
Dr. MAY Christiane Helga,NEURO-SURGERY
Dr. MEHROTRA Shiv Nath,GENERAL SURGERY
Dr. MERENKOV Zeyd Ahmad Ali,PATHOLOGY
Dr. MFOLOZI Sipho,Forensic Pathology
Dr. MISHRA Jai Kant,GENERAL MEDICINE
Dr. MODELY Ambigei Alvina,RADIOLOGY
Dr. MODUN Rabindranath Ji,NEURO-SURGERY
Dr. MOGUN Deolall,OBSTETRICS & GYNAECOLOGY
Dr. MOHABEER HART Malika,INTERNAL MEDICINE
Dr. MOHABEER Nilesh,CARDIOLOGY
Dr. MOHABEER Vishwas Teelucksingh,GENERAL SURGERY
Dr. MOHADEB Rooveshsingh Shyam Davin,OBSTETRICS & GYNAECOLOGY
Dr. MOHAMADHOSEN Imteaz,INTERNAL MEDICINE
Dr. MOHAMEDBHAI Atiabai Goolamhussein,PAEDIATRICS
Dr. MOHEE-DOMAH Rachna Devi,PAEDIATRICS
Dr. MOHEEPUTH Nishan,PLASTIC SURGERY
Dr. MOHITH Anil Bhushan,MEDICAL ONCOLOGY
Dr. MOHUNGOO  Sheik Mohammad Irfaan,HAEMATOLOGY
Dr. MOHUNGOO Abdool Rashid,NEPHROLOGY
Dr. MOHUNGOO Muhammad Javed,DERMATOLOGY
Dr. MOHUNGOO Muhammad Naazim,PSYCHIATRY
Dr. MOKOONLALL Anand,OBSTETRICS & GYNAECOLOGY
Dr. MOKOONLALL Bhushan,OBSTETRICS & GYNAECOLOGY
Dr. MOLOO Yogesh,PAEDIATRICS
Dr. MONEBHURRUN Nundhun,INTERNAL MEDICINE
Dr. MONVOISIN Paul Maxwell,FORENSIC MEDICINE
Dr. MOODLEY  Visvanathan Vedachallam,OBSTETRICS & GYNAECOLOGY
Dr. MOOLLAN  Mohammad Adil Osman,OBSTETRICS & GYNAECOLOGY
Dr. MOONEYAN-RAMCHURN Soranambal,DERMATOLOGY AND VENEROLOGY
Dr. MOORABY Dalila,INTERNAL MEDICINE
Dr. MOORABY Zabioulah,ORTHOPAEDICS
Dr. MOORGAWA Bhagirath Singh,OPHTHALMOLOGY
Dr. MOOROOTEEA Mehta Raaka Rai,DERMATOLOGY AND VENEROLOGY
Dr. MOOTHOOSAMY Somasodiran,OBSTETRICS & GYNAECOLOGY
Dr. MOOTOOSAMY Parmeseeven,Cardiac & Thoracic Vascular Surgery
Dr. MORABY Mohamed Din,ANAESTHESIOLOGY
Dr. MOSAWA Nitesh,MICROBIOLOGY
Dr. MOTAY Paramasiven,PSYCHIATRY
Dr. MOTEEA Sonia Tessabhaye,INTERNAL MEDICINE
Dr. MOTI Premdutt,OBSTETRICS & GYNAECOLOGY
Dr. MOTI Shaywin,OBSTETRICS & GYNAECOLOGY
Dr. MOTOLALL Ramawadhsingh,OBSTETRICS & GYNAECOLOGY
Dr. MOUSSA Mohammad Fazil,CARDIOLOGY
Dr. MOUTOU Joseph Desiré Evenor Gerard,PSYCHIATRY
Dr. MOWLABUCUS Mohammad Jaweed,GENERAL SURGERY
Dr. MOWLAH Inayat Sameer,INTERNAL MEDICINE
Dr. MUDDAPAH Creeshen Pillay,PSYCHIATRY
Dr. MUDHOO Sheila,PATHOLOGY
Dr. MUDOO SEEWSAGUR Aroona Devi,"PHYSICAL MEDICINE, REHABILITATION AND BALNEOLOGY"
Dr. MUDOO Subhraj,PULMONOLOGY
Dr. MUGON Parassar,PATHOLOGY
Dr. MUHOMUD Shanah Binte Nazlee,PAEDIATRICS
Dr. MUNDIL Rohan Nitten,ANAESTHESIOLOGY
Dr. MUNGLOO Noorshad Zulekha,GENERAL SURGERY
Dr. MUNGLY Shazia Farah Kader,PSYCHIATRY
Dr. MUNGRA Nandkeswhar,PATHOLOGY
Dr. MUNGUR Akeelesh Sharma,ANAESTHESIOLOGY
Dr. MUNGUR Jaya Prishni Devi,PSYCHIATRY
Dr. MUNGUR Luckshmanraj,ANAESTHESIOLOGY
Dr. MUNJAL  Suraj,OPHTHALMOLOGY
Dr. MUNNEE Krishna,PLASTIC SURGERY
Dr. MUNROOP Ned,GENERAL SURGERY
Dr. MURDAY Meiyanum Shummoogum A.P.,OBSTETRICS & GYNAECOLOGY
Dr. MURUGAN Nigum,GENERAL SURGERY
Dr. MUSTUN Hassen,RADIO-THERAPY
Dr. Murali UTHAMALINGAM,GENERAL SURGERY
Dr. IBRAHIM Esam Ziyard,GENERAL PRACTITIONER
Dr. IBRAHIM Mohammud Saleem,GENERAL PRACTITIONER
Dr. IBRAHIM SAIB Nasser,GENERAL PRACTITIONER
Dr. IBRAHIM Shabneez Bibi,GENERAL PRACTITIONER
Dr. IBRAHIM Shaheen Bibi,GENERAL PRACTITIONER
Dr. IBRAHIM Tasneem,GENERAL PRACTITIONER
Dr. IMEMBACCUS SUEN SEW WOON Marie Wendy Priscilla,GENERAL PRACTITIONER
Dr. IMRITH RAMASHIRE Shivanee,GENERAL PRACTITIONER
Dr. IMRITH Vashisth,GENERAL PRACTITIONER
Dr. IMRITH Vishwamitr,GENERAL PRACTITIONER
Dr. INDER,GENERAL PRACTITIONER
Dr. INDER Mohammud Shakeel,GENERAL PRACTITIONER
Dr. INDER Tahseen,GENERAL PRACTITIONER
Dr. INDERJEET  Adarshsingh,GENERAL PRACTITIONER
Dr. INDERJEET Goolabsingh,GENERAL PRACTITIONER
Dr. INDUR Toolashna,GENERAL PRACTITIONER
Dr. INGAR Daoud,GENERAL PRACTITIONER
Dr. ISSACK Aadila Issop,GENERAL PRACTITIONER
Dr. ISSACK Aisha Bibi,GENERAL PRACTITIONER
Dr. ISSANY-KHODABUX Muniirah Banon,GENERAL PRACTITIONER
Dr. ISSARSING  Hemkushalsing,GENERAL PRACTITIONER
Dr. ISSIMDAR Abdool Nasser,GENERAL PRACTITIONER
Dr. ISSIMDAR Beebee Sultana,GENERAL PRACTITIONER
Dr. ISSUREE Kiran Kumar Jimmy,GENERAL PRACTITIONER
Dr. ISSUREE Vidya,GENERAL PRACTITIONER
Dr. IMRIT Tejvansh Shenoy,OTO-RHINO-LARYNGOLOGY
Dr. INDUR Avinash,ANAESTHESIOLOGY
Dr. INDUR Khooshhal,CARDIOLOGY
Dr. INUGANTI Srikar,RADIOLOGY
"Dr. IP , O.S.K. Francois Saw Lan",INTERNAL MEDICINE
Dr. IP MIN WAN Davy,NEPHROLOGY
Dr. ISABELLE Jean Jose,GENERAL SURGERY
Dr. ISSACK Mohammad Iqbal,PATHOLOGY
Dr. ISSARSING Teenushka,OBSTETRICS & GYNAECOLOGY
Dr. L'ENCLUME Maëva Whitney,GENERAL PRACTITIONER
Dr. LABONNE Marie Delphine Laurie,GENERAL PRACTITIONER
Dr. LABUSCHAGNE Jason John,GENERAL PRACTITIONER
Dr. LAI HANG TSANG Lai Shyan,GENERAL PRACTITIONER
Dr. LAKHANI Nitinkumar Nanji,GENERAL PRACTITIONER
Dr. LALLASAIB Muhammad Sharafat Ali,GENERAL PRACTITIONER
Dr. LALLJEE Tekraz,GENERAL PRACTITIONER
Dr. LALLMAHOMED  Shaheena,GENERAL PRACTITIONER
Dr. LALLMAHOMED Faatimah Nusrat,GENERAL PRACTITIONER
Dr. LALLMAHOMED Mohammad Waseem,GENERAL PRACTITIONER
Dr. LALLMAHOMED Ridwan,GENERAL PRACTITIONER
Dr. LALLOO  Sheik Mohammad Iqbal,GENERAL PRACTITIONER
Dr. LALLOO Muhammad Bilall Ibrahim,GENERAL PRACTITIONER
